cpw;10;96;13;64;4;17;195;34;6;12;30;51;33;5;21;2;32;99;141;93;167;168;185;611;1482;0.018218623481781375
Kobata;1655;1;1.0
ichttt;55;26;1525;82;0.036585365853658534
HellFirePvP;23;249;1247;273;0.01098901098901099
LexManos;6;2;24;936;34;0.14705882352941177
GirafiStudios;937;1;1.0
