id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
1497559043;1875958218;2023-08-31 17:29:15;PaintNinja;open;NA;False;NA;3
1018880123;1330160021;2022-08-05 16:54:09;diesieben07;open;NA;False;NA;2
669840339;920735386;2021-06-14 20:07:31;SizableShrimp;closed;2021-06-14 20:11:55;True;2021-06-14 20:11:55;1
