id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
1397219901;1762390982;2023-06-18 17:34:12;MiniDigger;open;NA;False;NA;2
840940379;1125032168;2022-02-05 21:12:23;marchermans;closed;2022-02-05 21:38:05;True;2022-02-05 21:38:05;1
