dev,cosine_similarity
jhass,0.31
jkthorne,0.31
makenowjust,0.19
bcardiff,0.18
wooster0,0.18
snluu,0.18
asterite,0.18
oprypin,0.17
igor-alexandrov,0.16
straight-shoota,0.15
