dev,cosine_similarity
Blacksmoke16,0.16
makenowjust,0.1
jhass,0.09
wooster0,0.09
bcardiff,0.07
oprypin,0.07
asterite,0.06
straight-shoota,0.03
waj,0.03
RX14,0.03
