dev,cosine_similarity
RX14,0.45
ysbaddaden,0.42
didactic-drunk,0.26
carlhoerberg,0.19
snluu,0.18
asterite,0.17
bcardiff,0.15
mimame,0.12
hutou,0.12
wooster0,0.12
