dev,cosine_similarity
KarthikMAM,0.41
jhass,0.12
j8r,0.1
makenowjust,0.09
asterite,0.09
straight-shoota,0.08
bcardiff,0.08
waj,0.08
RX14,0.08
oprypin,0.05
