dev,cosine_similarity
jhass,0.24
KarthikMAM,0.19
bcardiff,0.18
waj,0.18
asterite,0.17
straight-shoota,0.16
j8r,0.16
ysbaddaden,0.15
makenowjust,0.15
RX14,0.15
