dev,cosine_similarity
ayazhafiz,0.24
oprypin,0.21
wooster0,0.19
jhass,0.18
bcardiff,0.17
RX14,0.16
straight-shoota,0.15
makenowjust,0.14
j8r,0.12
asterite,0.12
