dev,cosine_similarity
snluu,0.17
jhass,0.15
Blacksmoke16,0.14
jan-zajic,0.14
wooster0,0.14
straight-shoota,0.13
bcardiff,0.12
j8r,0.11
didactic-drunk,0.11
RX14,0.11
