dev,cosine_similarity
mimame,0.56
hutou,0.56
KarthikMAM,0.39
igor-alexandrov,0.34
icy-arctic-fox,0.27
j8r,0.2
firejox,0.17
makenowjust,0.15
jkthorne,0.14
wooster0,0.13
