dev,cosine_similarity
ffwff,0.17
j8r,0.15
ysbaddaden,0.13
bcardiff,0.12
waj,0.12
RX14,0.1
makenowjust,0.09
jhass,0.09
asterite,0.07
straight-shoota,0.06
