dev,cosine_similarity
snluu,0.58
didactic-drunk,0.19
carlhoerberg,0.18
wooster0,0.16
j8r,0.14
oprypin,0.14
RX14,0.14
makenowjust,0.13
jhass,0.13
straight-shoota,0.12
