dev,cosine_similarity
KarthikMAM,0.29
jhass,0.18
makenowjust,0.14
j8r,0.13
asterite,0.13
waj,0.11
martimatix,0.09
jan-zajic,0.09
jkthorne,0.09
bcardiff,0.07
