dev,cosine_similarity
TedTran2019,0.57
KarthikMAM,0.4
jan-zajic,0.31
j8r,0.22
makenowjust,0.17
jhass,0.17
waj,0.13
wooster0,0.12
bcardiff,0.11
asterite,0.11
