dev,cosine_similarity
mimame,0.54
hutou,0.54
KarthikMAM,0.38
igor-alexandrov,0.33
icy-arctic-fox,0.26
j8r,0.17
wooster0,0.13
straight-shoota,0.12
jkthorne,0.12
ysbaddaden,0.1
