dev,cosine_similarity
makenowjust,0.09
straight-shoota,0.08
RX14,0.07
jhass,0.06
waj,0.05
bcardiff,0.04
ysbaddaden,0.04
asterite,0.03
lbguilherme,0
sam0x17,0
