dev,cosine_similarity
rdp,0.13
RX14,0.12
ysbaddaden,0.08
bcardiff,0.06
straight-shoota,0.04
wooster0,0.04
asterite,0.03
jhass,0.02
lbguilherme,0
sam0x17,0
