dev,cosine_similarity
KarthikMAM,0.28
jhass,0.2
igor-alexandrov,0.19
dprobinson,0.19
jkthorne,0.16
asterite,0.15
bcardiff,0.12
j8r,0.12
waj,0.1
sam0x17,0.09
