dev,cosine_similarity
jhass,0.32
bcardiff,0.26
asterite,0.26
makenowjust,0.25
wooster0,0.24
straight-shoota,0.21
KarthikMAM,0.21
ysbaddaden,0.21
waj,0.21
jkthorne,0.21
