dev,cosine_similarity
KarthikMAM,0.28
oprypin,0.23
ilanpillemer,0.22
jhass,0.22
wooster0,0.22
makenowjust,0.2
bcardiff,0.18
j8r,0.18
asterite,0.17
waj,0.15
