dev,cosine_similarity
oprypin,0.2
jan-zajic,0.15
wooster0,0.14
straight-shoota,0.11
makenowjust,0.11
bcardiff,0.1
RX14,0.09
j8r,0.07
jhass,0.07
ysbaddaden,0.06
