dev,cosine_similarity
j8r,0.12
oprypin,0.12
wooster0,0.12
jkthorne,0.11
straight-shoota,0.1
RX14,0.1
ysbaddaden,0.09
jhass,0.08
bcardiff,0.07
waj,0.06
