dev,cosine_similarity
TedTran2019,0.6
jan-zajic,0.2
jhass,0.17
rdp,0.13
makenowjust,0.13
ysbaddaden,0.12
straight-shoota,0.11
carlhoerberg,0.1
waj,0.1
bcardiff,0.09
