dev,cosine_similarity
lbguilherme,0.38
didactic-drunk,0.22
carlhoerberg,0.17
jhass,0.09
waj,0.08
wooster0,0.07
straight-shoota,0.06
RX14,0.05
asterite,0.05
bcardiff,0.04
