dev,cosine_similarity
straight-shoota,0.14
lbguilherme,0.09
makenowjust,0.09
jhass,0.09
RX14,0.09
asterite,0.07
waj,0.06
bcardiff,0.05
ysbaddaden,0.04
sam0x17,0
