dev,cosine_similarity
kimburgess,0.52
TedTran2019,0.36
jan-zajic,0.21
Blacksmoke16,0.16
jhass,0.12
j8r,0.11
wooster0,0.11
makenowjust,0.1
straight-shoota,0.09
asterite,0.09
