dev,cosine_similarity
didactic-drunk,0.24
ysbaddaden,0.23
RX14,0.18
rdp,0.15
waj,0.14
jhass,0.11
asterite,0.11
bcardiff,0.1
carlhoerberg,0.09
wooster0,0.09
