dev,cosine_similarity
jkthorne,0.33
wooster0,0.31
jhass,0.27
straight-shoota,0.24
makenowjust,0.23
ysbaddaden,0.22
j8r,0.22
asterite,0.22
RX14,0.21
bcardiff,0.2
