dev,cosine_similarity
ilanpillemer,0.31
rdp,0.16
didactic-drunk,0.13
jhass,0.12
makenowjust,0.1
straight-shoota,0.09
RX14,0.09
waj,0.08
bcardiff,0.07
ysbaddaden,0.07
