dev,cosine_similarity
jan-zajic,0.19
firejox,0.13
jhass,0.1
straight-shoota,0.09
j8r,0.07
waj,0.06
asterite,0.06
jkthorne,0.06
bcardiff,0.05
makenowjust,0.04
