dev,cosine_similarity
lbguilherme,0.25
straight-shoota,0.21
jhass,0.18
RX14,0.17
ilanpillemer,0.15
waj,0.13
ysbaddaden,0.12
asterite,0.11
bcardiff,0.09
makenowjust,0.08
