dev,cosine_similarity
ftarulla,0.2
straight-shoota,0.16
bcardiff,0.14
jhass,0.14
makenowjust,0.11
wooster0,0.11
jkthorne,0.11
asterite,0.09
RX14,0.08
ysbaddaden,0.07
