dev,cosine_similarity
hugopl,0.29
j8r,0.18
bcardiff,0.15
straight-shoota,0.1
jhass,0.1
jkthorne,0.1
Blacksmoke16,0.09
wooster0,0.09
asterite,0.09
jan-zajic,0.08
