dev,cosine_similarity
j8r,0.12
jkthorne,0.11
wooster0,0.1
makenowjust,0.07
bcardiff,0.05
jhass,0.05
RX14,0.04
asterite,0.03
lbguilherme,0
straight-shoota,0
