dev,cosine_similarity
icy-arctic-fox,0.55
jkthorne,0.11
wooster0,0.1
straight-shoota,0.07
makenowjust,0.07
jhass,0.06
waj,0.05
bcardiff,0.04
asterite,0.04
lbguilherme,0
