dev,cosine_similarity
didactic-drunk,0.2
jkthorne,0.08
jhass,0.07
bcardiff,0.05
asterite,0.05
makenowjust,0.04
lbguilherme,0
straight-shoota,0
sam0x17,0
cserb,0
