dev,cosine_similarity
KarthikMAM,0.44
j8r,0.15
jan-zajic,0.12
bcardiff,0.11
makenowjust,0.11
jhass,0.1
firejox,0.09
waj,0.09
asterite,0.08
jkthorne,0.08
