dev,cosine_similarity
ysbaddaden,0.48
RX14,0.41
rdp,0.18
asterite,0.18
didactic-drunk,0.17
carlhoerberg,0.16
bcardiff,0.14
jhass,0.13
waj,0.12
straight-shoota,0.11
