dev,cosine_similarity
mimame,0.48
hutou,0.48
KarthikMAM,0.34
igor-alexandrov,0.29
icy-arctic-fox,0.23
j8r,0.17
oprypin,0.13
jhass,0.13
makenowjust,0.12
jkthorne,0.12
