dev,cosine_similarity
lbguilherme,0.19
jhass,0.15
straight-shoota,0.14
ysbaddaden,0.11
makenowjust,0.08
asterite,0.08
waj,0.07
bcardiff,0.06
RX14,0.06
jkthorne,0.05
