dev,cosine_similarity
martimatix,0.18
jan-zajic,0.16
jhass,0.13
j8r,0.11
firejox,0.11
jkthorne,0.11
makenowjust,0.09
waj,0.09
bcardiff,0.08
wooster0,0.08
