dev,cosine_similarity
makenowjust,0.14
lbguilherme,0.12
bcardiff,0.1
wooster0,0.09
jhass,0.07
RX14,0.07
asterite,0.07
ysbaddaden,0.06
waj,0.04
straight-shoota,0
