dev,cosine_similarity
lbguilherme,0.18
straight-shoota,0.11
jhass,0.08
waj,0.08
RX14,0.08
ysbaddaden,0.07
bcardiff,0.06
asterite,0.05
sam0x17,0
cserb,0
