dev,cosine_similarity
jhass,0.63
makenowjust,0.56
bcardiff,0.55
asterite,0.55
jkthorne,0.5
straight-shoota,0.47
RX14,0.47
ysbaddaden,0.46
wooster0,0.44
waj,0.34
