dev,cosine_similarity
icy-arctic-fox,0.38
jhass,0.07
waj,0.07
wooster0,0.07
jkthorne,0.07
asterite,0.06
straight-shoota,0.05
makenowjust,0.05
bcardiff,0.03
lbguilherme,0
