dev,cosine_similarity
lbguilherme,0.36
straight-shoota,0.1
jhass,0.1
ysbaddaden,0.09
RX14,0.08
waj,0.07
asterite,0.05
makenowjust,0.04
bcardiff,0.03
sam0x17,0
