dev,cosine_similarity
ysbaddaden,0.36
jhass,0.35
waj,0.33
RX14,0.25
asterite,0.24
straight-shoota,0.22
bcardiff,0.22
carlhoerberg,0.2
wooster0,0.19
lbguilherme,0.18
