dev,cosine_similarity
didactic-drunk,0.3
carlhoerberg,0.28
ysbaddaden,0.17
RX14,0.17
jhass,0.1
wooster0,0.1
bcardiff,0.09
waj,0.09
asterite,0.08
jkthorne,0.08
