dev,cosine_similarity
martimatix,0.29
Blacksmoke16,0.26
jan-zajic,0.26
ilanpillemer,0.19
makenowjust,0.17
jhass,0.16
wooster0,0.16
bcardiff,0.12
RX14,0.12
oprypin,0.11
