dev,cosine_similarity
ysbaddaden,0.13
RX14,0.11
bcardiff,0.08
waj,0.08
lbguilherme,0.06
jhass,0.06
jkthorne,0.06
straight-shoota,0.05
asterite,0.05
oprypin,0.04
