dev,cosine_similarity
icy-arctic-fox,0.33
makenowjust,0.14
jhass,0.14
bcardiff,0.13
straight-shoota,0.11
rdp,0.1
asterite,0.09
wooster0,0.08
waj,0.07
jkthorne,0.07
