dev,cosine_similarity
Blacksmoke16,0.21
jan-zajic,0.19
j8r,0.17
RX14,0.15
straight-shoota,0.14
oprypin,0.14
makenowjust,0.12
ffwff,0.12
bcardiff,0.09
ysbaddaden,0.09
