dev,cosine_similarity
jan-zajic,0.18
Blacksmoke16,0.17
jhass,0.11
bcardiff,0.09
oprypin,0.09
straight-shoota,0.08
wooster0,0.08
RX14,0.08
makenowjust,0.06
waj,0.06
