dev,cosine_similarity
TedTran2019,0.37
jan-zajic,0.32
sam0x17,0.29
makenowjust,0.24
jhass,0.22
KarthikMAM,0.21
jkthorne,0.18
martimatix,0.17
asterite,0.17
j8r,0.16
