dev,cosine_similarity
lbguilherme,0.2
Blacksmoke16,0.14
jhass,0.09
wooster0,0.08
straight-shoota,0.07
waj,0.06
bcardiff,0.05
ysbaddaden,0.04
asterite,0.04
sam0x17,0
