dev,cosine_similarity
jkthorne,0.25
makenowjust,0.24
jhass,0.23
sam0x17,0.22
firejox,0.22
KarthikMAM,0.21
wooster0,0.21
oprypin,0.18
j8r,0.16
asterite,0.16
