dev,cosine_similarity
ysbaddaden,0.09
RX14,0.09
wooster0,0.08
straight-shoota,0.04
bcardiff,0.04
jhass,0.04
asterite,0.03
lbguilherme,0
sam0x17,0
cserb,0
