dev,cosine_similarity
straight-shoota,0.14
jhass,0.1
RX14,0.1
waj,0.09
asterite,0.08
makenowjust,0.06
ysbaddaden,0.05
jkthorne,0.04
bcardiff,0.03
wooster0,0.03
