dev,cosine_similarity
mimame,0.43
hutou,0.43
KarthikMAM,0.31
igor-alexandrov,0.26
icy-arctic-fox,0.21
firejox,0.13
j8r,0.11
ysbaddaden,0.1
straight-shoota,0.09
wooster0,0.08
