dev,cosine_similarity
igor-alexandrov,0.5
jkthorne,0.11
bcardiff,0.07
straight-shoota,0.04
jhass,0.04
asterite,0.03
lbguilherme,0
sam0x17,0
cserb,0
katafrakt,0
