dev,cosine_similarity
j8r,0.15
straight-shoota,0.12
bcardiff,0.08
jkthorne,0.07
asterite,0.06
RX14,0.05
ysbaddaden,0.03
makenowjust,0.03
jhass,0.03
waj,0.02
