dev,cosine_similarity
lbguilherme,0.12
jhass,0.09
straight-shoota,0.08
RX14,0.06
asterite,0.06
bcardiff,0.05
ysbaddaden,0.05
waj,0.02
sam0x17,0
cserb,0
