amaembo;167;105;50;13;175;26;7;101;189;272;21;76;8;117;124;8;171;105;34;123;14;71;2;7;73;64;126;34;45;2288;0.014423076923076924
gorrus;7;3;5;5;168;77;36;70;20;4;114;15;78;3;78;1640;693;0.03607503607503607
helgp;2321;1;1.0
ioistired;2279;1;1.0
trespasserw;111;62;3;3;34;20;34;155;49;21;4;54;114;96;553;24;5;62;218;126;88;66;365;1912;0.016736401673640166
Maccimo;3;97;94;966;118;223;645;1503;0.0053226879574184965
thenickdude;2107;1;1.0
cdracm;150;106;113;110;549;1023;1030;0.006796116504854369
chashnikov;226;862;752;207;1841;0.0021727322107550242
sirgl;2038;1;1.0
temp1011;1858;1;1.0
develar;525;157;129;161;627;245;1600;0.00375
JDLogic;1816;1;1.0
akozlova;251;359;225;958;836;0.004784688995215311
md-5;18;1700;20;0.15
TheMrMilchmann;1639;1;1.0
artfly;1607;1;1.0
gregsh;1571;1;1.0
amakeev;9;1569;11;0.2727272727272727
AlexandrSuhinin;1572;1;1.0
ARostovsky;1558;1;1.0
egorzhdan;1611;1;1.0
rvishnyakov;1546;1;1.0
ignatov;1501;1;1.0
bade7n;1306;1;1.0
malte0811;1143;1;1.0
simon816;1143;1;1.0
leonardosnt;932;1;1.0
jqyp;669;1;1.0
XenoAmess;646;1;1.0
coehlrich;121;525;122;0.01639344262295082
BartvHelvert;3;2;3;2;7;4;4;5;2;4;2;4;3;15;37;134;4;109;113;160;472;0.07203389830508475
ThexXTURBOXx;519;1;1.0
asmjmp0;365;1;1.0
BasLeijdekkers;241;1;1.0
nebojsa-vuksic;73;1;1.0
